rank_overall,rank_support,rank_lift,rank_support_lift,flavor_a,flavor_b,pair_key,pair_count,document_cooccurrence_count,same_sentence_cooccurrence_count,same_sentence_evidence_document_count,explicit_mix_count,support,lift,normalized_lift,adjusted_lift,confidence_factor,centrality_mean,smoothed_positive_ratio,smoothed_negative_ratio,smoothed_role_ratio,overall_score_v2,document_level_positive_ratio,document_level_negative_ratio,document_level_role_ratio,same_sentence_positive_ratio,same_sentence_negative_ratio,same_sentence_role_ratio,template_evidence_count,positive_evidence_count,negative_evidence_count,role_evidence_count,is_product_name_derived,has_explicit_mix_expression,excluded_as_product_name_pair,is_parent_child_pair,parent_child_reason,context_score_eligible,normalized_support,normalized_pair_count,normalized_centrality_mean,normalized_smoothed_positive_ratio,normalized_smoothed_negative_ratio,normalized_smoothed_role_ratio,support_log1p,pair_count_log1p,lift_clipped,evidence_rows_before_dedup,evidence_rows_after_dedup,evidence_duplicates_removed,frequency_a,frequency_b,centrality_a,centrality_b,centrality_max,centrality_geometric_mean,document_level_positive_count,document_level_negative_count,document_level_role_count,same_sentence_positive_count,same_sentence_negative_count,same_sentence_role_count,smoothed_positive_ratio_for_score,smoothed_negative_ratio_for_score,smoothed_role_ratio_for_score,support_lift_score,ranking_tier,excluded_reason
50,40,24,40,アイス,オレンジ,アイス||オレンジ,2,2,2,2,1,0.02564102564102564,3.12,0.08951144516569842,0.03580457806627937,0.4,0.013186813186813189,0.06666666666666667,0.006666666666666666,0.013333333333333332,0.015850079177955896,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,False,True,False,False,,False,0.0,0.0,0.04599289774257369,0.0,0.0,0.0,0.025317807984289873,1.0986122886681096,3.12,567,509,58,5,10,0.000666000666000666,0.025707625707625713,0.025707625707625713,0.004137788762439978,0,0,0,0,0,0,0.0,0.0,0.0,0.017902289033139684,Tier2,other
52,41,26,41,グレープ,ライム,グレープ||ライム,2,2,1,1,1,0.02564102564102564,2.7857142857142856,0.07809068280540755,0.031236273122163025,0.4,0.013236763236763238,0.08333333333333333,0.008333333333333333,0.016666666666666666,0.014734469443185322,0.5,0.0,0.0,0.0,0.0,0.0,3,0,0,0,False,True,False,False,,False,0.0,0.0,0.046169341084297114,0.0,0.0,0.0,0.025317807984289873,1.0986122886681096,2.7857142857142856,567,509,58,7,8,0.0007215007215007215,0.025752025752025755,0.025752025752025755,0.004310464610710978,1,0,0,0,0,0,0.0,0.0,0.0,0.015618136561081512,Tier2,other
30,42,29,42,カルダモン,レモン,カルダモン||レモン,2,2,1,1,0,0.02564102564102564,2.4375,0.06619405534677125,0.026477622138708502,0.4,0.12376968269825413,0.08333333333333333,0.008333333333333333,0.016666666666666666,0.07211170813105848,0.5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,False,False,False,False,,False,0.0,0.0,0.43661535064254237,0.0,0.0,0.0,0.025317807984289873,1.0986122886681096,2.4375,567,509,58,4,16,0.012987012987012988,0.23455235240949526,0.23455235240949526,0.05519179691653971,1,0,0,0,0,0,0.0,0.0,0.0,0.013238811069354251,Tier2,other
31,43,30,43,キャラメル,バニラ,キャラメル||バニラ,2,2,1,1,1,0.02564102564102564,2.4,0.06491288008199503,0.025965152032798013,0.4,0.11067648773692727,0.3333333333333333,0.008333333333333333,0.016666666666666666,0.06504603876492382,0.5,0.0,0.0,1.0,0.0,0.0,0,1,0,0,False,True,False,False,,False,0.0,0.0,0.3903650050448288,0.0,0.0,0.0,0.025317807984289873,1.0986122886681096,2.4,567,509,58,5,13,0.024698652995356295,0.19665432247849826,0.19665432247849826,0.06969287532404818,1,0,0,1,0,0,0.0,0.0,0.0,0.012982576016399006,Tier2,other
32,44,32,44,グアバ,ダブルアップル,グアバ||ダブルアップル,2,2,1,1,0,0.02564102564102564,2.1666666666666665,0.05694112287894301,0.022776449151577206,0.4,0.1066741459598602,0.08333333333333333,0.008333333333333333,0.016666666666666666,0.062128184811350025,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,False,False,False,False,,False,0.0,0.0,0.37622715015637154,0.0,0.0,0.0,0.025317807984289873,1.0986122886681096,2.1666666666666665,567,509,58,12,6,0.1479915688706897,0.0653567230490307,0.1479915688706897,0.09834756723108722,0,1,0,0,0,0,0.0,0.0,0.0,0.011388224575788603,Tier2,other
26,45,33,45,ジャスミン,ミント,ジャスミン||ミント,2,2,1,1,0,0.02564102564102564,2.1666666666666665,0.05694112287894301,0.022776449151577206,0.4,0.17346017332281072,0.08333333333333333,0.008333333333333333,0.016666666666666666,0.09751538620594905,0.0,0.0,0.0,0.0,0.0,0.0,5,0,0,0,False,False,False,False,,False,0.0,0.0,0.6121418261203649,0.0,0.0,0.0,0.025317807984289873,1.0986122886681096,2.1666666666666665,567,509,58,3,24,0.014951714951714956,0.3319686316939065,0.3319686316939065,0.07045211390723587,0,0,0,0,0,0,0.0,0.0,0.0,0.011388224575788603,Tier2,other
51,46,37,46,オレンジ,ライチ,オレンジ||ライチ,2,2,1,1,1,0.02564102564102564,1.95,0.04953877690468042,0.01981551076187217,0.4,0.020720945720945724,0.08333333333333333,0.008333333333333333,0.016666666666666666,0.015844842958346664,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,False,True,False,False,,False,0.0,0.0,0.07260643511919081,0.0,0.0,0.0,0.025317807984289873,1.0986122886681096,1.95,567,509,58,10,8,0.025707625707625713,0.015734265734265732,0.025707625707625713,0.020111952025619596,0,0,0,0,0,0,0.0,0.0,0.0,0.009907755380936085,Tier2,other
39,47,38,47,グアバ,パッションフルーツ,グアバ||パッションフルーツ,2,2,2,2,2,0.02564102564102564,1.8571428571428572,0.04636634291571074,0.018546537166284297,0.4,0.08176671720627762,0.06666666666666667,0.006666666666666666,0.013333333333333332,0.047873272676076786,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,False,True,False,False,,False,0.0,0.0,0.28824425589670477,0.0,0.0,0.0,0.025317807984289873,1.0986122886681096,1.8571428571428572,567,509,58,12,7,0.1479915688706897,0.015541865541865546,0.1479915688706897,0.04795899357490724,0,0,0,0,0,0,0.0,0.0,0.0,0.009273268583142149,Tier2,other
47,48,40,48,オレンジ,ベリー,オレンジ||ベリー,2,2,1,1,1,0.02564102564102564,1.7333333333333334,0.042136430930417836,0.016854572372167136,0.4,0.03093731665160237,0.08333333333333333,0.008333333333333333,0.016666666666666666,0.02051784807467573,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,False,True,False,False,,False,0.0,0.0,0.10869469987755966,0.0,0.0,0.0,0.025317807984289873,1.0986122886681096,1.7333333333333334,567,509,58,10,9,0.025707625707625713,0.036167007595579025,0.036167007595579025,0.030492095602500033,0,0,0,0,0,0,0.0,0.0,0.0,0.008427286186083568,Tier2,other
45,49,45,49,グレープフルーツ,ライチ,グレープフルーツ||ライチ,2,2,2,2,1,0.02564102564102564,1.625,0.03843525794328653,0.015374103177314614,0.4,0.04370536870536871,0.06666666666666667,0.006666666666666666,0.013333333333333332,0.026913002604273248,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,False,True,False,False,,False,0.0,0.0,0.1537965120662973,0.0,0.0,0.0,0.025317807984289873,1.0986122886681096,1.625,567,509,58,12,8,0.07167647167647169,0.015734265734265732,0.07167647167647169,0.03358238604167632,0,0,0,0,0,0,0.0,0.0,0.0,0.007687051588657307,Tier2,other
36,50,46,50,グアバ,ベリー,グアバ||ベリー,2,2,1,1,0,0.02564102564102564,1.4444444444444444,0.03226663629806771,0.012906654519227085,0.4,0.09207928823313437,0.08333333333333333,0.008333333333333333,0.016666666666666666,0.05192751424901014,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,False,False,False,False,,False,0.0,0.0,0.32467233746135576,0.0,0.0,0.0,0.025317807984289873,1.0986122886681096,1.4444444444444444,567,509,58,12,9,0.1479915688706897,0.036167007595579025,0.1479915688706897,0.07316018176185657,0,0,0,0,0,0,0.0,0.0,0.0,0.0064533272596135425,Tier2,other
24,51,50,51,ダブルアップル,ミント,ダブルアップル||ミント,2,2,1,1,1,0.02564102564102564,1.0833333333333333,0.019929393007630053,0.00797175720305202,0.4,0.1986626773714686,0.08333333333333333,0.008333333333333333,0.016666666666666666,0.10716799576335047,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,False,True,False,False,,False,0.0,0.0,0.7011670430839164,0.0,0.0,0.0,0.025317807984289873,1.0986122886681096,1.0833333333333333,567,509,58,6,24,0.0653567230490307,0.3319686316939065,0.3319686316939065,0.1472969175596839,0,0,0,0,0,0,0.0,0.0,0.0,0.00398587860152601,Tier2,other
22,52,52,52,バニラ,ミント,バニラ||ミント,2,2,1,1,0,0.02564102564102564,0.5,0.0,0.0,0.4,0.2643114770862024,0.08333333333333333,0.008333333333333333,0.016666666666666666,0.13995968714879192,0.0,0.5,0.5,0.0,0.0,0.0,5,0,0,0,False,False,False,False,,False,0.0,0.0,0.9330645809919462,0.0,0.0,0.0,0.025317807984289873,1.0986122886681096,0.5,567,509,58,13,24,0.19665432247849826,0.3319686316939065,0.3319686316939065,0.25550551138846167,0,1,1,0,0,0,0.0,0.0,0.0,0.0,Tier2,other
