rank,pair,flavor_a,flavor_b,lift,n,pair_key,min_pair_count
1,カルダモンミルク × モヒート,カルダモンミルク,モヒート,18.15,3,カルダモンミルク||モヒート,2
2,カルダモン × チェリー,カルダモン,チェリー,12.1,2,カルダモン||チェリー,2
3,アールグレイ × コニャック,アールグレイ,コニャック,11.0,5,アールグレイ||コニャック,2
4,グレープ × グレープミント,グレープ,グレープミント,9.307692307692308,2,グレープ||グレープミント,2
5,グアバ × パッションフルーツ,グアバ,パッションフルーツ,9.075,3,グアバ||パッションフルーツ,2
