category_page_count,discovered_article_url_count,unique_article_url_count,successful_article_count,failed_article_count,duplicate_article_count,main_text_success_count,empty_body_article_count,recommended_mix_section_found,recommended_mix_section_missing,brand_extraction_success,target_flavor_extraction_success,published_date_success,updated_date_success,author_success,main_text_length_min,main_text_length_p25,main_text_length_median,main_text_length_mean,main_text_length_p75,main_text_length_max,table_article_count,list_article_count,recommended_mix_table_count,recommended_mix_list_count,contamination_phrase_hit_count,metadata_inconsistency_count
2,13,13,13,0,0,13,0,13/13 (100.0%),0/13 (0.0%),13/13 (100.0%),13/13 (100.0%),13/13 (100.0%),13/13 (100.0%),13/13 (100.0%),1188,1410.0,1509.0,1540.6,1695.0,1969,13,0,13,0,0,12
