source_name,source_type,category_page_count,article_count,paragraph_count,recommended_mix_article_count,recommended_mix_paragraph_count,publication_date_min,publication_date_max,main_text_length_mean,main_text_length_median,unique_brand_count,unique_target_flavor_count,scraped_at
Shisha Cafe & Bar LAGOS,editorial_review,2,13,293,13,73,2024-12-27,2025-12-10,1540.6153846153845,1509.0,1,13,2026-07-29T10:37:05+00:00
